"Sequence_Name" "mcg" "gvh" "alm" "mit" "erl" "pox" "vac" "nuc" "Localization_site"
"549" "MPP1_YEAST" 0.47 0.54 0.54 0.48 0.5 0 0.53 0.26 "MIT"
"550" "OM20_YEAST" 0.72 0.58 0.42 0.28 0.5 0 0.48 0.22 "MIT"
"551" "MAS6_YEAST" 0.41 0.41 0.51 0.19 0.5 0 0.57 0.22 "MIT"
"552" "OM70_YEAST" 0.81 0.65 0.52 0.41 0.5 0 0.57 0.26 "MIT"
"553" "MBP1_YEAST" 0.5 0.49 0.52 0.2 0.5 0 0.43 0.52 "NUC"
"554" "MCM1_YEAST" 0.18 0.48 0.46 0.12 0.5 0 0 0.25 "NUC"
"555" "MCM2_YEAST" 0.26 0.38 0.52 0.36 0.5 0 0.48 0.56 "NUC"
"556" "MCM3_YEAST" 0.53 0.51 0.51 0.11 0.5 0 0.49 0.41 "NUC"
"557" "MDHM_YEAST" 0.58 0.49 0.5 0.41 0.5 0 0.57 0.22 "MIT"
"558" "MDHC_YEAST" 0.62 0.6 0.47 0.16 0.5 0 0.53 0.22 "CYT"
"559" "MDHP_YEAST" 0.68 0.58 0.51 0.19 0.5 0.83 0.54 0.22 "POX"
"560" "MDJ1_YEAST" 0.4 0.52 0.53 0.52 0.5 0 0.51 0.22 "MIT"
"561" "MDL1_YEAST" 0.51 0.47 0.41 0.44 0.5 0 0.5 0.22 "ME3"
"562" "MDL2_YEAST" 0.72 0.56 0.4 0.26 0.5 0 0.51 0.26 "ME2"
"563" "MDM1_YEAST" 0.49 0.44 0.45 0.22 0.5 0 0.51 0.22 "CYT"
"564" "MD10_YEAST" 0.32 0.47 0.55 0.25 0.5 0 0.49 0.22 "MIT"
"565" "MDS1_YEAST" 0.46 0.57 0.52 0.28 0.5 0 0.52 0.22 "NUC"
"566" "EFG1_YEAST" 0.53 0.48 0.45 0.44 0.5 0 0.49 0.27 "MIT"
"567" "EFG2_YEAST" 0.49 0.48 0.46 0.63 0.5 0 0.52 0.22 "MIT"
"568" "MEIX_YEAST" 0.7 0.53 0.42 0.22 0.5 0 0.51 0.28 "NUC"
"569" "AGAL_YEAST" 0.68 0.68 0.49 0.15 0.5 0 0.53 0.22 "EXC"
"570" "MEP1_YEAST" 0.47 0.6 0.35 0.21 0.5 0 0.52 0.22 "ME3"
"571" "MER1_YEAST" 0.55 0.49 0.45 0.18 0.5 0 0.49 0.22 "NUC"
"572" "MER2_YEAST" 0.4 0.53 0.61 0.21 0.5 0 0.48 0.33 "NUC"
"573" "SYMC_YEAST" 0.57 0.44 0.42 0.2 0.5 0 0.54 0.22 "CYT"
"574" "MET2_YEAST" 0.4 0.47 0.48 0.18 0.5 0 0.46 0.22 "CYT"
"575" "MT17_YEAST" 0.34 0.54 0.54 0.13 0.5 0 0.52 0.22 "CYT"
"576" "MT28_YEAST" 0.43 0.83 0.55 0.2 0.5 0 0.47 0.4 "NUC"
"577" "MET4_YEAST" 0.55 0.65 0.5 0.28 0.5 0 0.55 0.22 "NUC"
"578" "METE_YEAST" 0.29 0.46 0.54 0.27 0.5 0 0.49 0.22 "CYT"
"579" "MFA2_YEAST" 0.46 0.42 0.6 0.21 0.5 0 0.4 0.22 "EXC"
"580" "MFA3_YEAST" 0.8 0.81 0.55 0.35 0.5 0 0.42 0.22 "EXC"
"581" "MFA4_YEAST" 0.79 0.74 0.49 0.33 0.5 0 0.48 0.22 "EXC"
"582" "GRPE_YEAST" 0.45 0.48 0.63 0.67 0.5 0 0.48 0.22 "MIT"
"583" "MGM1_YEAST" 0.66 0.52 0.52 0.44 0.5 0 0.56 0.27 "MIT"
"584" "M101_YEAST" 0.5 0.49 0.59 0.47 0.5 0 0.49 0.36 "MIT"
"585" "MGMT_YEAST" 0.54 0.52 0.54 0.2 0.5 0 0.55 0.25 "NUC"
"586" "MIF2_YEAST" 0.37 0.31 0.53 0.16 0.5 0 0.53 0.44 "NUC"
"587" "MIG1_YEAST" 0.43 0.39 0.59 0.13 0.5 0 0.41 0.43 "NUC"
"588" "DPOG_YEAST" 0.48 0.47 0.54 0.55 0.5 0 0.51 0.65 "MIT"
"589" "MPCP_YEAST" 0.6 0.59 0.45 0.23 0.5 0 0.55 0.22 "MIT"
"590" "C1TM_YEAST" 0.45 0.73 0.47 0.65 0.5 0 0.54 0.43 "MIT"
"591" "MLH1_YEAST" 0.66 0.54 0.49 0.16 0.5 0 0.54 0.36 "NUC"
"592" "MLP1_YEAST" 0.46 0.55 0.61 0.13 0.5 0 0.47 0.22 "CYT"
"593" "MASY_YEAST" 0.42 0.5 0.53 0.22 0.5 0.83 0.5 0.22 "POX"
"594" "MNN1_YEAST" 0.66 0.66 0.32 0.54 0.5 0 0.51 0.22 "ME2"
"595" "MNN9_YEAST" 0.74 0.56 0.35 0.36 0.5 0 0.51 0.25 "ME2"
"596" "MNS1_YEAST" 0.89 0.52 0.41 0.26 0.5 0 0.52 0.31 "ME2"
"597" "MOD5_YEAST" 0.67 0.51 0.54 0.21 0.5 0 0.43 0.3 "MIT"
"598" "MOT1_YEAST" 0.58 0.46 0.46 0.34 0.5 0 0.5 0.43 "NUC"
"599" "MPI1_YEAST" 0.4 0.68 0.5 0.82 0.5 0 0.44 0.36 "MIT"
"600" "MPI2_YEAST" 0.59 0.57 0.43 0.26 0.5 0 0.51 0.22 "MIT"
"601" "MR11_YEAST" 0.39 0.3 0.56 0.12 0.5 0 0.53 0.38 "NUC"
"602" "RF1M_YEAST" 0.6 0.62 0.54 0.4 0.5 0 0.5 0.22 "MIT"
"603" "RT01_YEAST" 0.36 0.4 0.53 0.48 0.5 0 0.48 0.22 "MIT"
"604" "RT13_YEAST" 0.51 0.42 0.56 0.38 0.5 0 0.46 0.22 "MIT"
"605" "RT17_YEAST" 0.41 0.54 0.58 0.2 0.5 0 0.52 0.22 "MIT"
"606" "RT02_YEAST" 0.57 0.4 0.62 0.3 0.5 0 0.48 0.11 "MIT"
"607" "RM41_YEAST" 0.52 0.5 0.59 0.31 0.5 0 0.5 0.22 "MIT"
"608" "RT04_YEAST" 0.42 0.53 0.53 0.64 0.5 0 0.47 0.22 "MIT"
"609" "RM49_YEAST" 0.5 0.46 0.64 0.36 0.5 0 0.49 0.22 "MIT"
"610" "RM02_YEAST" 0.6 0.51 0.6 0.38 0.5 0.83 0.52 0.24 "MIT"
"611" "RT08_YEAST" 0.45 0.38 0.64 0.14 0.5 0 0.54 0.22 "MIT"
"612" "RM13_YEAST" 0.6 0.57 0.64 0.52 0.5 0 0.47 0.28 "MIT"
"613" "RM16_YEAST" 0.53 0.42 0.58 0.29 0.5 0 0.5 0.22 "MIT"
"614" "RM20_YEAST" 0.41 0.52 0.53 0.41 0.5 0 0.39 0.33 "MIT"
"615" "RM25_YEAST" 0.45 0.43 0.63 0.4 0.5 0 0.59 0.11 "MIT"
"616" "RM27_YEAST" 0.44 0.44 0.67 0.35 0.5 0 0.48 0.26 "MIT"
"617" "RM31_YEAST" 0.58 0.52 0.61 0.33 0.5 0 0.38 0.11 "MIT"
"618" "RM32_YEAST" 0.57 0.61 0.55 0.27 0.5 0 0.44 0.21 "MIT"
"619" "RM33_YEAST" 0.57 0.58 0.58 0.35 0.5 0 0.49 0.22 "MIT"
"620" "RM36_YEAST" 0.64 0.64 0.56 0.21 0.5 0 0.5 0.22 "MIT"
"621" "RM37_YEAST" 0.56 0.5 0.61 0.49 0.5 0 0.46 0.28 "MIT"
"622" "RM38_YEAST" 0.6 0.46 0.59 0.16 0.5 0 0.49 0.22 "MIT"
"623" "RM04_YEAST" 0.36 0.38 0.56 0.44 0.5 0 0.48 0.22 "MIT"
"624" "RM44_YEAST" 0.53 0.52 0.61 0.35 0.5 0 0.5 0.22 "MIT"
"625" "RM06_YEAST" 0.62 0.59 0.54 0.47 0.5 0 0.46 0.22 "MIT"
"626" "RM08_YEAST" 0.55 0.5 0.6 0.31 0.5 0 0.46 0.27 "MIT"
"627" "RM09_YEAST" 0.58 0.53 0.57 0.46 0.5 0 0.51 0.27 "MIT"
"628" "RT28_YEAST" 0.65 0.53 0.55 0.52 0.5 0 0.47 0.27 "MIT"
"629" "RT05_YEAST" 0.38 0.54 0.54 0.41 0.5 0 0.51 0.22 "MIT"
"630" "RT09_YEAST" 0.58 0.53 0.5 0.53 0.5 0 0.47 0.31 "MIT"
"631" "MRS1_YEAST" 0.61 0.46 0.51 0.37 0.5 0 0.51 0.22 "MIT"
"632" "MRS2_YEAST" 0.55 0.59 0.47 0.64 0.5 0 0.54 0.33 "MIT"
"633" "MRS3_YEAST" 0.54 0.64 0.5 0.13 0.5 0 0.49 0.22 "MIT"
"634" "MRS4_YEAST" 0.4 0.74 0.49 0.16 0.5 0 0.51 0.22 "MIT"
"635" "MSB2_YEAST" 0.76 0.76 0.35 0.27 0.5 0 0.44 0.22 "ME1"
"636" "SYDM_YEAST" 0.51 0.56 0.51 0.42 0.5 0 0.53 0.36 "MIT"
"637" "SYFM_YEAST" 0.43 0.32 0.5 0.29 0.5 0 0.5 0.22 "MIT"
"638" "MSH1_YEAST" 0.49 0.44 0.45 0.55 0.5 0 0.48 0.22 "MIT"
"639" "MSH2_YEAST" 0.32 0.45 0.44 0.2 0.5 0 0.55 0.33 "NUC"
"640" "MSH3_YEAST" 0.51 0.6 0.51 0.26 0.5 0 0.54 0.22 "NUC"
"641" "MSH4_YEAST" 0.49 0.46 0.42 0.46 0.5 0 0.55 0.22 "NUC"
"642" "SYKM_YEAST" 0.5 0.56 0.49 0.61 0.5 0 0.5 0.22 "MIT"
"643" "SYMM_YEAST" 0.51 0.48 0.51 0.43 0.5 0 0.49 0.22 "MIT"
"644" "MSN1_YEAST" 0.52 0.38 0.62 0.12 0.5 0 0.41 0.28 "NUC"
"645" "MSN2_YEAST" 0.53 0.4 0.57 0.12 0.5 0 0.53 0.32 "NUC"
"646" "MSN4_YEAST" 0.51 0.56 0.62 0.24 0.5 0 0.52 0.51 "NUC"
"647" "MSP1_YEAST" 0.63 0.6 0.5 0.27 0.5 0 0.55 0.22 "MIT"
"648" "SYR_YEAST" 0.46 0.44 0.53 0.31 0.5 0 0.48 0.22 "MIT"
"649" "MSS1_YEAST" 0.58 0.57 0.54 0.69 0.5 0 0.54 0.22 "MIT"
"650" "MS16_YEAST" 0.61 0.59 0.47 0.49 0.5 0 0.54 0.22 "MIT"
"651" "MS18_YEAST" 0.63 0.47 0.56 0.12 0.5 0 0.5 0.22 "MIT"
"652" "MS51_YEAST" 0.55 0.53 0.54 0.4 0.5 0 0.48 0.22 "MIT"
"653" "SYTM_YEAST" 0.41 0.47 0.58 0.62 0.5 0 0.5 0.22 "MIT"
"654" "SYWM_YEAST" 0.44 0.53 0.53 0.37 0.5 0 0.51 0.22 "MIT"
"655" "MTD1_YEAST" 0.57 0.4 0.48 0.24 0.5 0 0.55 0.22 "CYT"
"656" "MTF1_YEAST" 0.46 0.46 0.56 0.12 0.5 0 0.55 0.22 "MIT"
"657" "RU1A_YEAST" 0.47 0.46 0.55 0.28 0.5 0 0.44 0.46 "NUC"
"658" "YKH4_YEAST" 0.39 0.35 0.49 0.17 0.5 0 0.49 0.22 "NUC"
"659" "MYS1_YEAST" 0.58 0.38 0.4 0.21 0.5 0 0.5 0.22 "CYT"
"660" "MYS2_YEAST" 0.53 0.41 0.5 0.24 1 0 0.47 0.22 "CYT"
"661" "MYS4_YEAST" 0.43 0.4 0.5 0.18 0.5 0 0.5 0.28 "CYT"
"662" "YN19_YEAST" 0.41 0.59 0.46 0.19 0.5 0 0.36 0.22 "EXC"
"663" "YN46_YEAST" 0.58 0.56 0.52 0.25 0.5 0 0.57 0.35 "NUC"
"664" "YN70_YEAST" 0.51 0.65 0.53 0.19 0.5 0 0.49 0.22 "EXC"
"665" "YN94_YEAST" 0.81 0.79 0.32 0.37 0.5 0 0.41 0.22 "ME1"
"666" "YNE2_YEAST" 0.44 0.41 0.29 0.21 0.5 0 0.49 0.22 "ME3"
"667" "NAB1_YEAST" 0.49 0.6 0.55 0.17 0.5 0 0.44 0.22 "CYT"
"668" "NAB2_YEAST" 0.56 0.63 0.52 0.2 0.5 0 0.34 0.26 "NUC"
"669" "NAB3_YEAST" 0.42 0.28 0.57 0.18 0.5 0 0.42 0.22 "NUC"
"670" "NAM1_YEAST" 0.51 0.46 0.54 0.41 0.5 0 0.53 0.22 "MIT"
"671" "SYLM_YEAST" 0.6 0.51 0.52 0.45 0.5 0 0.5 0.27 "MIT"
"672" "NAM7_YEAST" 0.37 0.41 0.45 0.14 0.5 0 0.47 0.22 "CYT"
"673" "NAM9_YEAST" 0.37 0.51 0.57 0.4 0.5 0 0.48 0.27 "MIT"
"674" "NAP1_YEAST" 0.36 0.39 0.55 0.26 0.5 0 0.49 0.22 "NUC"
"675" "NAT1_YEAST" 0.5 0.36 0.53 0.41 0.5 0 0.55 0.36 "CYT"
"676" "NAT2_YEAST" 0.59 0.58 0.39 0.52 0.5 0 0.5 0.31 "CYT"
"677" "NCPR_YEAST" 0.78 0.63 0.53 0.13 0.5 0 0.54 0.22 "ME2"
"678" "NDC1_YEAST" 0.47 0.59 0.37 0.31 0.5 0 0.51 0.36 "NUC"
"679" "CB31_YEAST" 0.48 0.62 0.52 0.3 0.5 0 0.51 0.37 "NUC"
"680" "NDI1_YEAST" 0.53 0.61 0.51 0.49 0.5 0 0.54 0.27 "MIT"
"681" "NFS1_YEAST" 0.48 0.54 0.53 0.6 0.5 0 0.53 0.31 "NUC"
"682" "ADA3_YEAST" 0.33 0.46 0.53 0.29 0.5 0 0.5 0.55 "NUC"
"683" "NHP2_YEAST" 0.36 0.44 0.51 0.17 0.5 0 0.6 0.19 "NUC"
"684" "NHPA_YEAST" 0.39 0.34 0.68 0.3 0.5 0 0.5 0.29 "NUC"
"685" "NHPB_YEAST" 0.11 0.41 0.67 0.13 0.5 0 0.45 0.29 "NUC"
"686" "NI96_YEAST" 0.4 0.53 0.44 0.18 0.5 0 0.54 0.31 "NUC"
"687" "NIN1_YEAST" 0.47 0.5 0.55 0.19 0.5 0 0.62 0.22 "CYT"
"688" "NIP1_YEAST" 0.35 0.5 0.44 0.27 0.5 0 0.51 0.22 "CYT"
"689" "NMD2_YEAST" 0.36 0.3 0.5 0.19 0.5 0 0.55 0.3 "NUC"
"690" "NMT_YEAST" 0.49 0.44 0.51 0.18 0.5 0 0.52 0.27 "CYT"
"691" "FBRL_YEAST" 0.35 0.44 0.54 0.26 0.5 0 0.52 0.26 "NUC"
"692" "NOP2_YEAST" 0.43 0.28 0.53 0.34 0.5 0 0.55 0.57 "NUC"
"693" "NOP4_YEAST" 0.33 0.48 0.55 0.16 0.5 0 0.53 0.75 "NUC"
"694" "NOT3_YEAST" 0.45 0.21 0.49 0.24 0.5 0 0.46 0.31 "NUC"
"695" "NOP3_YEAST" 0.44 0.34 0.61 0.13 0.5 0 0.49 0.26 "NUC"
"696" "NSP1_YEAST" 0.87 0.47 0.6 0.47 0.5 0 0.59 0.22 "NUC"
"697" "NSR1_YEAST" 0.3 0.55 0.58 0.16 0.5 0 0.61 0.28 "NUC"
"698" "TREA_YEAST" 0.29 0.34 0.55 0.24 0.5 0 0.51 0.22 "CYT"
"699" "NUC1_YEAST" 0.75 0.67 0.51 0.29 0.5 0 0.52 0.36 "MIT"
"700" "RNC1_YEAST" 0.47 0.47 0.5 0.15 0.5 0 0.5 0.48 "NUC"
"701" "NUF1_YEAST" 0.51 0.34 0.49 0.16 0.5 0 0.53 0.21 "NUC"
"702" "NUF2_YEAST" 0.64 0.76 0.51 0.18 0.5 0 0.46 0.22 "NUC"
"703" "NUP1_YEAST" 0.45 0.41 0.58 0.48 0.5 0 0.53 0.64 "NUC"
"704" "N100_YEAST" 0.9 0.54 0.59 0.2 0.5 0 0.48 0.22 "NUC"
"705" "N116_YEAST" 0.88 0.59 0.54 0.39 0.5 0 0.41 0.3 "NUC"
"706" "YK62_YEAST" 0.7 0.51 0.47 0.24 0.5 0 0.53 0.25 "NUC"
"707" "NUP2_YEAST" 0.25 0.36 0.58 0.3 0.5 0 0.58 0.31 "NUC"
"708" "NU49_YEAST" 0.69 0.62 0.49 0 1 0 0.47 0.22 "NUC"
"709" "OCH1_YEAST" 0.83 0.57 0.42 0.57 0.5 0 0.5 0.32 "ME2"
"710" "ACO1_YEAST" 0.43 0.38 0.38 0.12 0.5 0 0.5 0.22 "ME2"
"711" "ATP9_YEAST" 0.78 0.65 0.4 0.16 0.5 0 0.63 0.22 "MIT"
"712" "ATP6_YEAST" 0.52 0.64 0.34 0.16 0.5 0 0.57 0.22 "MIT"
"713" "OM45_YEAST" 0.75 0.66 0.64 0.39 0.5 0 0.46 0.32 "MIT"
"714" "PORI_YEAST" 0.41 0.49 0.58 0.22 0.5 0 0.52 0.22 "MIT"
"715" "OPI1_YEAST" 0.58 0.51 0.56 0.16 0.5 0 0.34 0.22 "NUC"
"716" "PEM2_YEAST" 0.48 0.49 0.45 0.23 0.5 0 0.51 0.22 "ME3"
"717" "ORC2_YEAST" 0.39 0.42 0.49 0.1 0.5 0 0.49 0.65 "NUC"
"718" "YHR8_YEAST" 0.31 0.42 0.48 0.17 0.5 0 0.49 0.53 "NUC"
"719" "YM38_YEAST" 0.39 0.28 0.54 0.14 0.5 0 0.59 0.22 "MIT"
"720" "YINO_YEAST" 0.76 0.67 0.37 0.22 0.5 0 0.54 0.22 "ME2"
"721" "YDA2_YEAST" 0.49 0.27 0.57 0.18 0.5 0.83 0.54 0.22 "POX"
"722" "PABP_YEAST" 0.28 0.48 0.56 0.16 0.5 0 0.48 0.26 "CYT"
"723" "PAN1_YEAST" 0.69 0.39 0.52 0.12 0.5 0 0.38 0.35 "CYT"
"724" "PAP_YEAST" 0.64 0.52 0.5 0.26 0.5 0 0.51 0.31 "NUC"
"725" "PAS1_YEAST" 0.56 0.48 0.5 0.3 0.5 0 0.51 0.22 "CYT"
"726" "PTSR_YEAST" 0.5 0.5 0.54 0.16 0.5 0 0.49 0.22 "POX"
"727" "UBCX_YEAST" 0.47 0.43 0.59 0.27 0.5 0 0.55 0.22 "POX"
"728" "PAS3_YEAST" 0.68 0.59 0.44 0.49 0.5 0 0.4 0.26 "POX"
"729" "PAS7_YEAST" 0.5 0.51 0.57 0.27 0.5 0 0.48 0.22 "POX"
"730" "IPB2_YEAST" 0.45 0.46 0.61 0.2 0.5 0 0.62 0.22 "CYT"
"731" "ATC2_YEAST" 0.53 0.51 0.36 0.13 0.5 0 0.52 0.22 "ME3"
"732" "ODPA_YEAST" 0.6 0.54 0.54 0.53 0.5 0 0.52 0.27 "MIT"
"733" "ODPB_YEAST" 0.49 0.52 0.53 0.7 0.5 0 0.51 0.22 "MIT"
"734" "DCP1_YEAST" 0.49 0.45 0.53 0.16 0.5 0 0.49 0.31 "CYT"
"735" "PDC2_YEAST" 0.51 0.46 0.57 0.25 0.5 0 0.53 0.22 "CYT"
"736" "DCP2_YEAST" 0.49 0.45 0.46 0.18 0.5 0 0.49 0.31 "CYT"
"737" "DCP3_YEAST" 0.52 0.46 0.51 0.18 0.5 0 0.5 0.22 "CYT"
"738" "CNA1_YEAST" 0.55 0.59 0.52 0.1 0.5 0 0.53 0.22 "CYT"
"739" "CNA2_YEAST" 0.39 0.58 0.5 0.1 0.5 0 0.51 0.25 "CYT"
"740" "PDI_YEAST" 0.7 0.84 0.49 0.28 1 0 0.58 0.22 "ERL"
"741" "PDR1_YEAST" 0.33 0.38 0.45 0.19 0.5 0 0.54 0.37 "NUC"
"742" "PDR3_YEAST" 0.61 0.46 0.44 0.47 0.5 0 0.5 0.37 "NUC"
"743" "PDR5_YEAST" 0.41 0.48 0.38 0.13 0.5 0 0.51 0.35 "ME3"
"744" "PDS1_YEAST" 0.37 0.42 0.6 0.13 0.5 0 0.51 0.22 "NUC"
"745" "ODPX_YEAST" 0.45 0.58 0.59 0.44 0.5 0 0.56 0.22 "MIT"
"746" "PEP1_YEAST" 0.74 0.89 0.32 0.24 0.5 0 0.54 0.32 "ME1"
"747" "PE12_YEAST" 0.28 0.46 0.26 0.18 0.5 0 0.39 0.22 "VAC"
"748" "PEP3_YEAST" 0.51 0.46 0.49 0.21 0.5 0 0.55 0.22 "VAC"
"749" "CARP_YEAST" 0.8 0.82 0.57 0.26 0.5 0 0.57 0.27 "VAC"
"750" "END1_YEAST" 0.46 0.49 0.45 0.28 0.5 0 0.55 0.22 "VAC"
"751" "PEP8_YEAST" 0.4 0.36 0.55 0.15 0.5 0 0.53 0.22 "VAC"
"752" "PES4_YEAST" 0.67 0.46 0.58 0.3 0.5 0 0.57 0.27 "NUC"
"753" "PT11_YEAST" 0.5 0.32 0.49 0.49 0.5 0 0.48 0.32 "MIT"
"754" "PT12_YEAST" 0.45 0.53 0.47 0.43 0.5 0 0.5 0.27 "MIT"
"755" "PT17_YEAST" 0.75 0.6 0.43 0.35 0.5 0 0.45 0.27 "MIT"
"756" "PT22_YEAST" 0.56 0.68 0.52 0.39 0.5 0 0.36 0.22 "MIT"
"757" "RTPT_YEAST" 0.48 0.45 0.59 0.35 0.5 0 0.55 0.3 "MIT"
"758" "PT27_YEAST" 0.26 0.28 0.6 0.2 0.5 0 0.54 0.31 "MIT"
"759" "PT91_YEAST" 0.59 0.45 0.58 0.21 0.5 0 0.49 0.22 "MIT"
"760" "PT09_YEAST" 0.48 0.52 0.49 0.35 0.5 0.5 0.51 0.22 "MIT"
"761" "PT94_YEAST" 0.59 0.58 0.47 0.61 0.5 0 0.44 0.3 "MIT"
"762" "PT54_YEAST" 0.5 0.57 0.62 0.25 0.5 0 0.51 0.22 "MIT"
"763" "K6P1_YEAST" 0.57 0.49 0.5 0.2 0.5 0 0.51 0.28 "CYT"
"764" "K6P2_YEAST" 0.62 0.43 0.49 0.29 0.5 0 0.5 0.27 "CYT"
"765" "6P2K_YEAST" 0.45 0.41 0.49 0.14 1 0 0.53 0.3 "CYT"
"766" "PROF_YEAST" 0.47 0.49 0.6 0.15 0.5 0 0.38 0.22 "CYT"
"767" "PGD1_YEAST" 0.41 0.48 0.54 0.24 0.5 0 0.37 0.51 "NUC"
"768" "G6PI_YEAST" 0.46 0.46 0.53 0.23 0.5 0 0.51 0.22 "CYT"
"769" "PGK_YEAST" 0.48 0.42 0.48 0.19 0.5 0 0.58 0.22 "CYT"
"770" "PGM1_YEAST" 0.43 0.45 0.53 0.19 0.5 0 0.56 0.22 "CYT"
"771" "PGM2_YEAST" 0.28 0.36 0.55 0.15 0.5 0 0.57 0.22 "CYT"
"772" "PHD1_YEAST" 0.48 0.46 0.58 0.26 0.5 0 0.44 0.22 "NUC"
"773" "PPAB_YEAST" 0.74 0.72 0.5 0.28 0.5 0 0.5 0.27 "EXC"
"774" "PPAC_YEAST" 0.74 0.72 0.5 0.28 0.5 0 0.49 0.27 "EXC"
"775" "PNPP_YEAST" 0.38 0.62 0.52 0.14 0.5 0 0.53 0.22 "CYT"
"776" "PPA3_YEAST" 0.77 0.72 0.48 0.26 0.5 0 0.51 0.22 "EXC"
"777" "PHO4_YEAST" 0.44 0.42 0.57 0.22 0.5 0 0.5 0.25 "NUC"
"778" "PPA5_YEAST" 0.74 0.74 0.51 0.27 0.5 0 0.5 0.22 "EXC"
"779" "PPB_YEAST" 0.39 0.81 0.35 0.28 0.5 0 0.51 0.45 "ME3"
"780" "PH80_YEAST" 0.53 0.54 0.43 0.18 0.5 0 0.53 0.31 "NUC"
"781" "PH84_YEAST" 0.38 0.45 0.37 0.19 0.5 0 0.52 0.3 "ME3"
"782" "PH85_YEAST" 0.4 0.37 0.54 0.13 0.5 0 0.48 0.22 "NUC"
"783" "YCS7_YEAST" 0.31 0.3 0.34 0.19 0.5 0 0.55 0.3 "ME3"
"784" "PHR_YEAST" 0.5 0.42 0.57 0.49 0.5 0 0.48 0.27 "NUC"
"785" "PIF1_YEAST" 0.59 0.61 0.51 0.62 0.5 0 0.51 0.38 "MIT"
"786" "PIK1_YEAST" 0.45 0.4 0.43 0.22 0.5 0 0.51 0.48 "NUC"
"787" "LONM_YEAST" 0.47 0.54 0.53 0.77 0.5 0 0.52 0.36 "MIT"
"788" "PIR1_YEAST" 0.77 0.78 0.51 0.28 0.5 0 0.33 0.22 "EXC"
"789" "H150_YEAST" 0.74 0.71 0.52 0.3 0.5 0 0.27 0.22 "EXC"
"790" "PIR3_YEAST" 0.77 0.73 0.51 0.27 0.5 0 0.34 0.22 "EXC"
"791" "PIS_YEAST" 0.47 0.61 0.5 0.23 0.5 0 0.49 0.22 "ME3"
"792" "PLB1_YEAST" 0.78 0.69 0.44 0.26 0.5 0 0.54 0.22 "ME1"
"793" "ATH1_YEAST" 0.49 0.6 0.3 0.34 0.5 0 0.5 0.43 "ME3"
"794" "ATH2_YEAST" 0.27 0.56 0.3 0.14 0.5 0 0.52 0.39 "ME3"
"795" "ATC3_YEAST" 0.4 0.39 0.33 0.17 0.5 0 0.51 0.31 "VAC"
"796" "MANA_YEAST" 0.55 0.51 0.54 0.2 0.5 0 0.56 0.22 "CYT"
"797" "PMP1_YEAST" 0.95 0.71 0.27 0.39 0.5 0 0.31 0.22 "ME2"
"798" "PMP2_YEAST" 0.97 0.71 0.29 0.42 0.5 0 0.35 0.22 "ME2"
"799" "ATC1_YEAST" 0.44 0.43 0.34 0.21 0.5 0 0.55 0.4 "ME3"
"800" "ATN1_YEAST" 0.39 0.49 0.3 0.19 0.5 0 0.52 0.31 "ME3"
"801" "PMS1_YEAST" 0.38 0.48 0.51 0.13 0.5 0 0.5 0.32 "NUC"
"802" "PMT1_YEAST" 0.37 0.51 0.39 0.18 0.5 0 0.51 0.27 "ME3"
"803" "PMT2_YEAST" 0.27 0.49 0.36 0.26 0.5 0 0.49 0.26 "ME3"
"804" "POB1_YEAST" 0.49 0.48 0.52 0.2 0.5 0 0.55 0.22 "NUC"
"805" "DPOA_YEAST" 0.36 0.39 0.54 0.16 0.5 0 0.5 0.28 "NUC"
"806" "DPO2_YEAST" 0.54 0.53 0.48 0.14 0.5 0 0.49 0.33 "NUC"
"807" "DPOE_YEAST" 0.37 0.48 0.5 0.26 0.5 0 0.52 0.39 "NUC"
"808" "DPOD_YEAST" 0.25 0.39 0.5 0.23 0.5 0 0.5 0.28 "NUC"
"809" "PCNA_YEAST" 0.49 0.71 0.54 0.13 0.5 0 0.58 0.22 "NUC"
"810" "DPO4_YEAST" 0.56 0.5 0.56 0.26 0.5 0 0.53 0.27 "NUC"
"811" "P152_YEAST" 0.41 0.53 0.41 0.15 0.5 0 0.54 0.25 "NUC"
"812" "POP2_YEAST" 0.5 0.45 0.53 0.21 0.5 0 0.28 0.22 "NUC"
"813" "CAO_YEAST" 0.46 0.37 0.48 0.36 0.5 0 0.48 0.22 "POX"
"814" "PPA1_YEAST" 0.66 0.55 0.34 0.2 0.5 0 0.62 0.22 "ME3"
"815" "IPY2_YEAST" 0.42 0.65 0.58 0.34 0.5 0 0.5 0.22 "MIT"
"816" "PPCK_YEAST" 0.45 0.47 0.53 0.15 0.5 0 0.52 0.27 "CYT"
"817" "PPR1_YEAST" 0.42 0.28 0.51 0.23 0.5 0 0.53 0.27 "NUC"
"818" "PPX1_YEAST" 0.51 0.48 0.46 0.29 0.5 0 0.54 0.22 "CYT"
"819" "PRTB_YEAST" 0.75 0.69 0.48 0.13 0.5 0 0.57 0.4 "VAC"
"820" "CBPY_YEAST" 0.69 0.7 0.5 0.3 0.5 0 0.54 0.22 "VAC"
"821" "PRTD_YEAST" 0.63 0.55 0.53 0.51 0.5 0 0.55 0.22 "VAC"
"822" "PRCG_YEAST" 0.55 0.63 0.54 0.16 0.5 0 0.45 0.27 "CYT"
"823" "PRCE_YEAST" 0.46 0.62 0.54 0.25 0.5 0 0.46 0.22 "CYT"
